ProductName,Price,Rate,Review,Summary
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Delightful,The product is very good and the product was delivered on time.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Wonderful,Very nice
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Great product,As expected it's fit to 150sqft room. Cool air
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Worst experience ever!,Fan speed low and do not proper cooling....
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Terrific,Excellent ???????????
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Value-for-money,Good but it's too Big
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Fabulous!,Superb cooler. It cools room within 5 minute . Amazing cooler amazing price.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Good choice,"Good Quality Product, Drain system needs improvement"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Must buy!,Best cooler in market
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Good quality product,"Smart cooling, we are using the cooler in fan speed of one feeling like winter. Thanks maharaja..."
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Wonderful,Thanks
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Very Good,Fantastic product thanks maharaja & filpcart
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Excellent,Awesome ???
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Very poor,Very useless service
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Mind-blowing purchase,Good
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Classy product,Occupies space but is worth it
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Wonderful,Nice cooler with strong and quality built. Using it  from last 2 months.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Worst experience ever!,If ur staying in hot city. This is waste. Don't buy.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Just wow!,Excellent
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",3,Nice,Cooler is good but very dirty smell ???
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Absolute rubbish!,Not effective cooling. Fan area of effect is also very narrow. Not ideal. Returned it.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",3,Decent product,Built quality is not up to the mark. Overall avearge.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Mind-blowing purchase,Awesome
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Hated it!,"Very bad product. Its water tank is not sufficient for a day, tank empty in 4 hours and not open easily for cleaning"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Useless product,Wrost cooler ever purchased. Not even 10 feet throw. Build quality is not upto mark. Purchase another good brand cooler instead of this.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Wonderful,Good working in maharaja
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Awesome,Nice cooler... You can go for it??
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Super!,Fabulous
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Good quality product,value for money
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",3,Fair,Cooling very late n water will come slowly
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Worth the money,Good but how to wash the cooler....... It's tension.........
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Good choice,Nice products...
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",3,Good,Fan speed is low but great cooling
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Simply awesome,"Good cooler for big rooms, water lasts full night works best with cross ventilation, highly recommended"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Value-for-money,Very good and smooth working.. All functions are very good but wood grass all side bad improve side honeycomb cooling pad.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Absolute rubbish!,Waste of money ??????
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Unsatisfactory,Not god air thorw not god quality not accepted
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Good quality product,"Cheap and best cooler, even good for extreme summer"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Mind-blowing purchase,Nice product
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Awesome,I am very happy
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Terrific,Nice
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",3,Nice,Air throw weak
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Wonderful,super
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Terrible product,Too much big size
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Super!,Best
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Best in the market!,Just awsm... it's cooling beats many expensive branded cooler .... price is also very decent comparing other coolers
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Good choice,Good
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Terrific purchase,It's a big cooler..air throw is good. Cooling is also good. Build material is sturdy. Water inlet shuld be Little bit big... overall I am satisfied with the product.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Super!,Good cooling low noise. Better Daily change the water to avoid smell. Separate water hose required for water loading.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Good choice,Good quality
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Best in the market!,Very good. In time delivery. Beautiful organization from flipcort.Thank you.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Not recommended at all,"Very bad product, bad quality,. Low air flow, not useful product, waist money, before 100 time think purchasing this product. This product r not refundable. All Flipkart assistant was misguid."
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Awesome,Delivery of the product is amazing as usual And Delivery Person is also very Helpful
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Terrific,I am writing a review after using it for 4 days. This cooler is very nice. Size is jumbo. Cooling starts in the room after a while at night.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Delightful,"I am giving 4 star but its deserv 10 out 9 i m cutting 1 star due to stand and water indicator, once stand n water indicator will include this will be become the best, nice air cooling, super design, power air throught range no sound overall worth to buy."
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Very Good,Nice product
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Perfect product!,Yes! It's quite good..you can go for it.. nicely delivered..thank you flipkart.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Perfect product!,Value for Money
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Super!,Very good
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Hated it!,Very poor product and heavy smell through out the room. Received damaged
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",3,Decent product,Ok
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Terrific,This is aws product at healthy price. It's worth to buy.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Excellent,Very nice ???
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Terrific,"I was vary of buying coole online as I cannot check the airflow or faults before purchasing. But this cooler really changed my mind. I did extensive research, watched reviews, and at the end selected this. This is a beast of a cooler, the airflow is absolutely amazing. For this sizzling weather this cooler really throws cool air. One advice, always keep your coolers in a fully ventilated area, like outside a window. Then you will see how great it works. This was a great purchase, and if you a..."
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Simply awesome,Nice
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Brilliant,Very good product. Very nice cooling.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Classy product,"Good one , very less noise"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Wonderful,good
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Best in the market!,It's great..works like an AC.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Best in the market!,"Best cooler,low noise and better cooling"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Best in the market!,Super
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Did not meet expectations,Delivered the Product on time but the demo was not done even after two weeks for which the amount is already deducted. Complaint was raised but they are dragging that will be done in 24 hours. But many 24 & 48 hours have gone.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Wonderful,awaesome cooler.... it is better than symphony
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Classy product,Flipkart delivery very nice and product in this time good
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Just wow!,Cooler is so good and cooling best.Thank you Flipkart
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Terrific,Good one.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Very Good,Nice product cooling air
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Fabulous!,Best air cooler ???
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Simply awesome,After use of one week in extreme conditions i feel this cooler works very fine strongly recommend to buy this product
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Delightful,LOOKS Good purchase and Economical. Tge power cord should have been 5 meters or 6 meters length instead of existing 2 meters given the huge size if this Desert cooler.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Value-for-money,It's best small family
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Very poor,EXTREMELY HORRIBLE SERVICE.DO NOT ORDER
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Nice product,Extremely good productGood product for lower floor and not good for the top floor.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Terrific,Verry Good Indian Fast Desert Coolar verey verry nise product
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Value-for-money,"Air cooler is better, im happy recived your product !!"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Wonderful,Good Product
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",3,Decent product,We found inside fan bed will not fixed properly and also bolt nuts fall inside. Further remaing all ok
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Must buy!,Nice product
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Mind-blowing purchase,Awesome product
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Super!,Good cooler
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Highly recommended,Very good product ..On very first day it fell on the floor from table with full water but quality of product is too good still working ...Thankyou flipkart ..
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Super!,Fantastic cooling
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Excellent,Nice cooling
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",3,Good,Please share a good operating manual. How are we supposed to flush out water? Nothing like mentioned. Also dismantling back needs a specialist. Please design in such way where even elders can operate
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Horrible,"Worst product , don't waste your money"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Fabulous!,Excellent product.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Perfect product!,nice cooler awesome product
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",3,Decent product,blade of cooler fan is broken
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",2,Badly disappointed,Air delivery is very bad. Not even cooling 10X13 Room
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Fabulous!,Very nice
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",3,Good,Performance reduced after 2 months
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Perfect product!,It's more than my expectations.. Iam so happy.. And as usual excellent flipkart service
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Terrible product,"Worst model, all user please don't buy."
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Unsatisfactory,Not good
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Fabulous!,Super
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Just wow!,Nice product
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Highly recommended,Overall good product Cons Come without stand
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Good quality product,Good product nd fast delivery.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",3,Just okay,Good.... Bt without wheel or stand very difficult to move.....
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Excellent,"Best ??? product, with resionable price"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Mind-blowing purchase,It is ok
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Value-for-money,Good
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Worth every penny,Nice product
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Brilliant,Coling is best another cooler
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Wonderful,Coolar is good but suggest that i thinks wheel also  provide in coolar for easy movement
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Terrific purchase,Good to go
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Unsatisfactory,Very huge in size cooling no good feels air just like normal fan
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Value-for-money,Awesome
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",2,Not good,Worst...
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Excellent,Cooler chilled the room very fast
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",3,Nice,It's good but size is too big
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Just wow!,Its huge and secondly its as good as ac but the problem is you cannot control the cooling its good if you have a 1500 sqft house
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Wonderful,It is perfect for your daughter marriage items no doubt it is big and it is room cooler
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Brilliant,Amazing product. It works wonders in 45?c and always go for wood woolen pads as they're better than honeycomb.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Best in the market!,Very good product Don't think much more Go for it Absolutely value of money
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Very Good,It is BIG. Moving it is problematic. It would have been easier to clean if the side panels were easily removable. Does a decent job of cooling the room.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Worth the money,Good product
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Must buy!,It's very good products in online it's very well
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Wonderful,good
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Utterly Disappointed,It's a very poor quality product. Don't buy its
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Really Nice,Good with price
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Mind-blowing purchase,Too good product
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Pretty good,Excellent cooler happy with it...
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Awesome,Very good product in low price. Its our second plastic cooler and I am happy with its cooling and other features. In future I definitely buy it again and recommend to others also. Thanks Flipkart.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Terrible product,Worst product ?????????
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",3,Does the job,Plastic quality is not that strong as of symphony coolers
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Excellent,Very good product
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",3,Decent product,"Not upto the reviews build up level. Too bulky, quite noisy, lack of wheel is biggest disadvantage. Buy at your own risk!!! Not happy overall"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Did not meet expectations,Nonetheless i gives the feel of A.C
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Absolute rubbish!,"This product does not cool as much as it was written in the advertisement, I am not so happy with this product."
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Very Good,Good
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Good quality product,Yup satisfied ???
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",3,Does the job,Air flow is not that good.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",3,Nice,no stand and little noisy cooler
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Worth the money,Very nice product
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Worth the money,Good one..But still sounds generated by cooler are very noisy.Must buy stand with this cooler .
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Perfect product!,Nice product. Thanks to flipkart for early delivery. Special thanks to delivery boy for gentle behaviour ..
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Value-for-money,Nice product with decent price.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Pretty good,Prompt delivery.. Satisfied ..value for money
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Excellent,It's awesome cooler
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Best in the market!,Good
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",2,Not good,Good product. But the only drawback is to clean it. The nob in bottom available to drain water but that is not helpful if you don't have trolley.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Excellent,Excellent Product. Water consumption is good. If anyone plan to buy cooler then I recommended only the RAMBO.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Super!,"Best cooler , heavy duty , stong body"
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Perfect product!,Good  product
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Delightful,Product is very good.. quality of product is also good..thanks Flipkart for providing safe and on time delivery.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",2,Moderate,Not cooling
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Very poor,no expected speed and not cooling this product.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Horrible,There are no wheels to move cooler...It's very hard to place cooler after filling water...Horrible experience...Don't go for this...
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Perfect product!,Have one or two very small negligible issues otherwise product is very good. Completely cools the room.
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Super!,Fantastic coolar nice cooling like ac
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Worth every penny,"Nice product, cooling and speed is good."
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Fabulous!,Good
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Wonderful,Nice cooling nice products But body isn't properly fit
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Best in the market!,Superb cooler in this price
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Wonderful,Awesome
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",1,Absolute rubbish!,Please dont buy this productAfter 1 month fan is not work properBuy blower fan cooler Blower fan cooler is best
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Mind-blowing purchase,Nice cooler Cooling awesome
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Nice product,Very nice product......
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",5,Simply awesome,Super cooling
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Really Nice,Excellent product
"MAHARAJA WHITELINE 65 L Desert Air Cooler??(White, Grey, Rambo Grey / AC-303)","??7,999",4,Delightful,Nice prodouct
